"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"70487","G17003106611004",170316611004,"56","5"
"70488","G17003106611005",170316611005,"57","5"
"70489","G17003106701001",170316701001,"69","7"
"70490","G17003106701002",170316701002,"71","7"
"70491","G17003106702001",170316702001,"53","5"
"70492","G17003106703001",170316703001,"75","7"
"70493","G17003106703002",170316703002,"81","8"
"70494","G17003106704001",170316704001,"83","8"
"70495","G17003106705001",170316705001,"92","9"
"70496","G17003106706001",170316706001,"87","9"
"70497","G17003106706002",170316706002,"87","9"
"70498","G17003106707001",170316707001,"83","8"
"70499","G17003106707002",170316707002,"96","10"
"70500","G17003106708001",170316708001,"86","9"
"70501","G17003106708002",170316708002,"89","9"
"70502","G17003106709001",170316709001,"75","7"
"70503","G17003106709002",170316709002,"90","9"
"70504","G17003106711001",170316711001,"96","10"
"70505","G17003106712001",170316712001,"94","10"
"70506","G17003106713001",170316713001,"96","10"
"70507","G17003106713002",170316713002,"94","10"
"70508","G17003106713003",170316713003,"96","10"
"70509","G17003106714001",170316714001,"85","9"
"70510","G17003106714002",170316714002,"84","8"
"70511","G17003106715001",170316715001,"95","10"
"70512","G17003106715002",170316715002,"96","10"
"70513","G17003106715003",170316715003,"92","9"
"70514","G17003106716001",170316716001,"96","10"
"70515","G17003106716002",170316716002,"96","10"
"70516","G17003106716003",170316716003,"96","10"
"70517","G17003106718001",170316718001,"96","10"
"70518","G17003106719001",170316719001,"73","7"
"70519","G17003106720001",170316720001,"88","9"
"70520","G17003106720002",170316720002,"89","9"
"70521","G17003106720003",170316720003,"81","8"
"70522","G17003106720004",170316720004,"77","8"
"70523","G17003106805001",170316805001,"93","10"
"70524","G17003106806001",170316806001,"50","4"
"70525","G17003106809001",170316809001,"83","8"
"70526","G17003106809002",170316809002,"83","8"
"70527","G17003106809003",170316809003,"76","7"
"70528","G17003106809004",170316809004,"77","8"
"70529","G17003106810001",170316810001,"82","8"
"70530","G17003106810002",170316810002,"82","8"
"70531","G17003106810003",170316810003,"82","8"
"70532","G17003106810004",170316810004,"82","8"
"70533","G17003106811001",170316811001,"88","9"
"70534","G17003106811002",170316811002,"88","9"
"70535","G17003106811003",170316811003,"88","9"
"70536","G17003106811004",170316811004,"88","9"
"70537","G17003106811005",170316811005,"88","9"
"70538","G17003106812001",170316812001,"97","10"
"70539","G17003106812002",170316812002,"97","10"
"70540","G17003106812003",170316812003,"97","10"
"70541","G17003106813001",170316813001,"95","10"
"70542","G17003106813002",170316813002,"95","10"
"70543","G17003106813003",170316813003,"95","10"
"70544","G17003106814001",170316814001,"92","9"
"70545","G17003106814002",170316814002,"92","9"
"70546","G17003106814003",170316814003,"92","10"
"70547","G17003106814004",170316814004,"92","10"
"70548","G17003106903001",170316903001,"53","5"
"70549","G17003106903002",170316903002,"53","5"
"70550","G17003106904001",170316904001,"77","8"
"70551","G17003106904002",170316904002,"77","8"
"70552","G17003106904003",170316904003,"77","8"
"70553","G17003106904004",170316904004,"77","8"
"70554","G17003106905001",170316905001,"69","7"
"70555","G17003106909001",170316909001,"72","7"
"70556","G17003106909002",170316909002,"72","7"
"70557","G17003106909003",170316909003,"72","7"
"70558","G17003106909004",170316909004,"72","7"
"70559","G17003106909005",170316909005,"72","7"
"70560","G17003106910001",170316910001,"52","5"
"70561","G17003106910002",170316910002,"46","4"
"70562","G17003106910003",170316910003,"45","4"
"70563","G17003106910004",170316910004,"47","4"
"70564","G17003106911001",170316911001,"48","4"
"70565","G17003106911002",170316911002,"48","4"
"70566","G17003106911003",170316911003,"48","4"
"70567","G17003106911004",170316911004,"48","4"
"70568","G17003106912001",170316912001,"76","7"
"70569","G17003106912002",170316912002,"76","7"
"70570","G17003106912003",170316912003,"76","7"
"70571","G17003106913001",170316913001,"79","8"
"70572","G17003106913002",170316913002,"67","6"
"70573","G17003106914001",170316914001,"69","7"
"70574","G17003106914002",170316914002,"84","8"
"70575","G17003106914003",170316914003,"83","8"
"70576","G17003106914004",170316914004,"86","9"
"70577","G17003106914005",170316914005,"77","8"
"70578","G17003106915001",170316915001,"98","10"
"70579","G17003106915002",170316915002,"75","7"
"70580","G17003106915003",170316915003,"94","10"
"70581","G17003107001001",170317001001,"60","6"
"70582","G17003107001002",170317001002,"60","6"
"70583","G17003107002001",170317002001,"58","5"
"70584","G17003107002002",170317002002,"56","5"
"70585","G17003107002003",170317002003,"56","5"
"70586","G17003107002004",170317002004,"50","4"
"70587","G17003107003011",170317003011,"54","5"
"70588","G17003107003012",170317003012,"52","5"
"70589","G17003107003013",170317003013,"57","5"
"70590","G17003107003021",170317003021,"46","4"
"70591","G17003107003022",170317003022,"52","5"
"70592","G17003107003023",170317003023,"60","6"
"70593","G17003107003024",170317003024,"46","4"
"70594","G17003107004011",170317004011,"50","4"
"70595","G17003107004012",170317004012,"56","5"
"70596","G17003107004013",170317004013,"52","5"
"70597","G17003107004014",170317004014,"56","5"
"70598","G17003107004021",170317004021,"55","5"
"70599","G17003107004022",170317004022,"58","5"
"70600","G17003107004023",170317004023,"43","4"
"70601","G17003107005011",170317005011,"63","6"
"70602","G17003107005012",170317005012,"60","6"
"70603","G17003107005013",170317005013,"60","6"
"70604","G17003107005014",170317005014,"59","6"
"70605","G17003107005015",170317005015,"56","5"
"70606","G17003107005016",170317005016,"59","6"
"70607","G17003107005021",170317005021,"45","4"
"70608","G17003107005022",170317005022,"54","5"
"70609","G17003107101001",170317101001,"89","9"
"70610","G17003107102001",170317102001,"84","8"
"70611","G17003107102002",170317102002,"84","8"
"70612","G17003107102003",170317102003,"84","8"
"70613","G17003107102004",170317102004,"84","8"
"70614","G17003107102005",170317102005,"84","8"
"70615","G17003107103001",170317103001,"82","8"
"70616","G17003107104001",170317104001,"QDI","QDI"
"70617","G17003107104002",170317104002,"76","7"
"70618","G17003107104003",170317104003,"76","7"
"70619","G17003107104004",170317104004,"76","7"
"70620","G17003107104005",170317104005,"76","7"
"70621","G17003107104006",170317104006,"76","7"
"70622","G17003107105001",170317105001,"74","7"
"70623","G17003107105002",170317105002,"77","8"
"70624","G17003107105003",170317105003,"78","8"
"70625","G17003107105004",170317105004,"78","8"
"70626","G17003107106001",170317106001,"78","8"
"70627","G17003107106002",170317106002,"71","7"
"70628","G17003107107001",170317107001,"76","7"
"70629","G17003107107002",170317107002,"76","7"
"70630","G17003107107003",170317107003,"83","8"
"70631","G17003107107004",170317107004,"77","8"
"70632","G17003107108001",170317108001,"81","8"
"70633","G17003107108002",170317108002,"81","8"
"70634","G17003107108003",170317108003,"81","8"
"70635","G17003107108004",170317108004,"81","8"
"70636","G17003107108005",170317108005,"81","8"
"70637","G17003107108006",170317108006,"81","8"
"70638","G17003107109001",170317109001,"84","8"
"70639","G17003107109002",170317109002,"62","6"
"70640","G17003107110001",170317110001,"70","7"
"70641","G17003107110002",170317110002,"69","7"
"70642","G17003107110003",170317110003,"69","7"
"70643","G17003107111001",170317111001,"77","8"
"70644","G17003107111002",170317111002,"71","7"
"70645","G17003107111003",170317111003,"72","7"
"70646","G17003107112001",170317112001,"72","7"
"70647","G17003107112002",170317112002,"77","8"
"70648","G17003107112003",170317112003,"56","5"
"70649","G17003107112004",170317112004,"65","6"
"70650","G17003107113001",170317113001,"62","6"
"70651","G17003107113002",170317113002,"59","6"
"70652","G17003107114001",170317114001,"71","7"
"70653","G17003107114002",170317114002,"71","7"
"70654","G17003107114003",170317114003,"71","7"
"70655","G17003107115001",170317115001,"75","7"
"70656","G17003107115002",170317115002,"76","7"
"70657","G17003107201001",170317201001,"20","1"
"70658","G17003107201002",170317201002,"22","2"
"70659","G17003107201003",170317201003,"26","2"
"70660","G17003107202001",170317202001,"34","3"
"70661","G17003107202002",170317202002,"44","4"
"70662","G17003107202003",170317202003,"31","2"
"70663","G17003107203001",170317203001,"25","2"
"70664","G17003107203002",170317203002,"27","2"
"70665","G17003107203003",170317203003,"20","1"
"70666","G17003107203004",170317203004,"25","2"
"70667","G17003107204001",170317204001,"28","2"
"70668","G17003107204002",170317204002,"41","3"
"70669","G17003107205001",170317205001,"30","2"
"70670","G17003107205002",170317205002,"34","3"
"70671","G17003107206001",170317206001,"16","1"
"70672","G17003107206002",170317206002,"21","1"
"70673","G17003107207001",170317207001,"47","4"
"70674","G17003107207002",170317207002,"37","3"
"70675","G17003107207003",170317207003,"38","3"
"70676","G17003107301001",170317301001,"76","7"
"70677","G17003107301002",170317301002,"67","6"
"70678","G17003107301003",170317301003,"74","7"
"70679","G17003107302011",170317302011,"66","6"
"70680","G17003107302012",170317302012,"66","6"
"70681","G17003107302013",170317302013,"66","6"
"70682","G17003107302014",170317302014,"66","6"
"70683","G17003107302015",170317302015,"66","6"
"70684","G17003107302021",170317302021,"68","7"
"70685","G17003107302022",170317302022,"61","6"
"70686","G17003107302023",170317302023,"47","4"
"70687","G17003107303001",170317303001,"75","7"
"70688","G17003107304001",170317304001,"64","6"
"70689","G17003107304002",170317304002,"51","5"
"70690","G17003107304003",170317304003,"60","6"
"70691","G17003107304004",170317304004,"68","7"
"70692","G17003107305001",170317305001,"78","8"
"70693","G17003107305002",170317305002,"79","8"
"70694","G17003107305003",170317305003,"78","8"
"70695","G17003107305004",170317305004,"79","8"
"70696","G17003107306001",170317306001,"61","6"
"70697","G17003107306002",170317306002,"61","6"
"70698","G17003107306003",170317306003,"61","6"
"70699","G17003107307001",170317307001,"72","7"
"70700","G17003107307002",170317307002,"73","7"
"70701","G17003107401001",170317401001,"36","3"
"70702","G17003107401002",170317401002,"35","3"
"70703","G17003107401003",170317401003,"39","3"
"70704","G17003107401004",170317401004,"45","4"
"70705","G17003107402001",170317402001,"GQ","GQ"
"70706","G17003107402002",170317402002,"35","3"
"70707","G17003107402003",170317402003,"35","3"
"70708","G17003107402004",170317402004,"33","3"
"70709","G17003107403001",170317403001,"37","3"
"70710","G17003107403002",170317403002,"34","3"
"70711","G17003107403003",170317403003,"34","3"
"70712","G17003107403004",170317403004,"39","3"
"70713","G17003107403005",170317403005,"30","2"
"70714","G17003107404001",170317404001,"36","3"
"70715","G17003107404002",170317404002,"34","3"
"70716","G17003107404003",170317404003,"47","4"
"70717","G17003107404004",170317404004,"39","3"
"70718","G17003107501001",170317501001,"68","7"
"70719","G17003107501002",170317501002,"67","6"
"70720","G17003107501003",170317501003,"70","7"
"70721","G17003107501004",170317501004,"79","8"
"70722","G17003107502001",170317502001,"45","4"
"70723","G17003107502002",170317502002,"85","9"
"70724","G17003107502003",170317502003,"33","3"
"70725","G17003107502004",170317502004,"61","6"
"70726","G17003107503001",170317503001,"32","2"
"70727","G17003107503002",170317503002,"33","3"
"70728","G17003107503003",170317503003,"32","2"
"70729","G17003107504001",170317504001,"41","3"
"70730","G17003107504002",170317504002,"38","3"
"70731","G17003107504003",170317504003,"45","4"
"70732","G17003107505001",170317505001,"62","6"
"70733","G17003107505002",170317505002,"62","6"
"70734","G17003107505003",170317505003,"62","6"
"70735","G17003107505004",170317505004,"62","6"
"70736","G17003107506001",170317506001,"73","7"
"70737","G17003107506002",170317506002,"81","8"
"70738","G17003107506003",170317506003,"80","8"
"70739","G17003107506004",170317506004,"74","7"
"70740","G17003107608011",170317608011,"48","4"
"70741","G17003107608012",170317608012,"50","4"
"70742","G17003107608021",170317608021,"32","2"
"70743","G17003107608031",170317608031,"59","6"
"70744","G17003107608032",170317608032,"75","7"
"70745","G17003107608033",170317608033,"74","7"
"70746","G17003107608034",170317608034,"71","7"
"70747","G17003107702011",170317702011,"34","3"
"70748","G17003107702012",170317702012,"54","5"
"70749","G17003107702013",170317702013,"42","4"
"70750","G17003107702021",170317702021,"41","3"
"70751","G17003107702022",170317702022,"65","6"
"70752","G17003107702023",170317702023,"35","3"
"70753","G17003107703001",170317703001,"28","2"
"70754","G17003107703002",170317703002,"39","3"
"70755","G17003107703003",170317703003,"37","3"
"70756","G17003107703004",170317703004,"56","5"
"70757","G17003107703005",170317703005,"37","3"
"70758","G17003107704001",170317704001,"43","4"
"70759","G17003107704002",170317704002,"38","3"
"70760","G17003107704003",170317704003,"61","6"
"70761","G17003107705001",170317705001,"99","10"
"70762","G17003107705002",170317705002,"99","10"
"70763","G17003107706011",170317706011,"48","4"
"70764","G17003107706012",170317706012,"39","3"
"70765","G17003107706013",170317706013,"38","3"
"70766","G17003107706021",170317706021,"48","4"
"70767","G17003107706022",170317706022,"42","4"
"70768","G17003107706023",170317706023,"40","3"
"70769","G17003107707001",170317707001,"35","3"
